ID,作品中文常用名,Original_or_English_Title,作者中文名,Author,国家_文学传统,原始语言,首次成书_出版时间,时代,体裁,主题_类型标签,Canon_Level,Academic_Canon,Global_Influence,Traditional_Recognition,经典化理由,方法学依据,建议阅读优先级,个人状态,方法学参考来源URL
CANON-242,广场,Gwangjang / The Square,崔仁勋,Choi In-hun,韩国,韩语,1960,20世纪,长篇小说,分裂;意识形态;个人;战争,Major,高,中-高,中-高,韩国战后文学核心小说之一，以南北分裂经验讨论个人自由与意识形态。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-243,土地,Toji / Land,朴景利,Park Kyongni,韩国,韩语,1969—1994,20世纪,长篇小说/大河小说,殖民;家族;土地;民族史,Major,高,中-高,中-高,韩国现代文学最具规模与地位的大河小说之一，覆盖殖民与现代转型。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-244,蔷薇园,Gulistān / The Gulistan,萨迪,Saadi,波斯,波斯语,1258,中世纪,散文与诗歌集,伦理;智慧;社会;寓言,Major,高,中-高,中-高,波斯古典散文与格言文学核心文本，与《果园》共同形成长期跨文化影响。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-245,悬诗,Al-Mu'allaqāt / The Mu'allaqat,多位诗人,Various,前伊斯兰阿拉伯,阿拉伯语,约6世纪,古代晚期,诗歌选集,部族;爱情;旅行;荣誉,Major,高,中-高,中-高,前伊斯兰阿拉伯诗歌最重要的经典集合，是阿拉伯诗学与语言传统的基础。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-246,哈里里玛卡梅集,Maqāmāt al-Harīrī / The Maqamat of al-Hariri,哈里里,al-Hariri of Basra,阿拉伯语文学,阿拉伯语,约1100—1122,中世纪,韵文故事集,语言游戏;旅行;讽刺;市民社会,Major,高,中-高,中-高,阿拉伯玛卡梅文体的最高代表之一，对散韵结合与机智叙事传统影响深远。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-247,太阳下的人们,Rijāl fī al-shams / Men in the Sun,加桑·卡纳法尼,Ghassan Kanafani,巴勒斯坦/阿拉伯语文学,阿拉伯语,1962,20世纪,中篇小说,流亡;难民;边界;政治,Major,高,中-高,中-高,巴勒斯坦现代文学最具代表性的小说之一，成为流亡经验的核心寓言。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-248,盐城,Mudun al-Milh / Cities of Salt,阿卜杜勒拉赫曼·穆尼夫,Abdelrahman Munif,阿拉伯半岛/阿拉伯语文学,阿拉伯语,1984—1989,20世纪,小说五部曲,石油;现代化;权力;社会变迁,Major,高,中-高,中-高,阿拉伯石油现代性书写的里程碑，以宏大叙事记录社会结构突变。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-249,时间调校研究所,Saatleri Ayarlama Enstitüsü / The Time Regulation Institute,艾哈迈德·哈姆迪·坦普纳尔,Ahmet Hamdi Tanpınar,土耳其,土耳其语,1961,20世纪,长篇小说,现代化;时间;官僚;东西方,Major,高,中-高,中-高,土耳其现代主义小说核心文本，以荒诞寓言呈现传统与西化冲突。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature; https://www.penguin.co.uk/books/180222/the-time-regulation-institute-by-tanpinar-ahmet-hamdi/9780141195759
CANON-250,瘦子麦麦德,"İnce Memed / Memed, My Hawk",亚沙尔·凯马尔,Yaşar Kemal,土耳其,土耳其语,1955,20世纪,长篇小说,农民;压迫;反抗;乡土,Major,高,中-高,中-高,土耳其现代文学国际传播最广的作品之一，融合民间史诗与社会现实主义。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-251,我的名字叫红,Benim Adım Kırmızı / My Name Is Red,奥尔罕·帕慕克,Orhan Pamuk,土耳其,土耳其语,1998,当代,长篇小说,艺术;宗教;谋杀;东西方,Major,高,中-高,中-高,当代世界文学中讨论艺术、图像与东西方关系的代表小说，已进入稳定教学与经典书目。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-252,先知,The Prophet,纪伯伦,Kahlil Gibran,黎巴嫩裔美国文学,英语,1923,20世纪,散文诗,爱;自由;婚姻;灵性,Major,高,中-高,中-高,20世纪最广泛传播的散文诗作品之一，连接阿拉伯侨民文学与全球大众经典。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-253,卖牛奶的台维,Tevye the Dairyman,肖洛姆·阿莱赫姆,Sholem Aleichem,意第绪文学/东欧犹太,意第绪语,1894—1914,19—20世纪,故事组/小说,家庭;迁徙;传统;现代化,Major,高,中-高,中-高,意第绪文学最具代表性的角色与故事系列之一，对全球犹太文化影响深远。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-254,恶灵附身,The Dybbuk / Between Two Worlds,S.安斯基,S. Ansky,意第绪文学/东欧犹太,俄语/意第绪语,约1914,20世纪初,戏剧,爱情;附身;传统;社区,Major,高,中-高,中-高,意第绪戏剧最著名的经典之一，连接民俗、现代戏剧与犹太文化记忆。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-255,往事,Temol Shilshom / Only Yesterday,什穆埃尔·约瑟夫·阿格农,S. Y. Agnon,希伯来文学,希伯来语,1945,20世纪,长篇小说,移民;宗教;现代性;耶路撒冷,Major,高,中-高,中-高,现代希伯来小说的核心经典之一，以第二次阿利亚时期经验讨论传统与现代性。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-256,血色花瓣,Petals of Blood,恩古吉·瓦·提安哥,Ngũgĩ wa Thiong'o,肯尼亚,英语,1977,后殖民,长篇小说,土地;阶级;殖民遗产;现代化,Major,高,中-高,中-高,肯尼亚及非洲后殖民小说核心文本，以独立后的社会结构与阶级冲突深化反殖民叙事。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature; https://www.penguinrandomhouse.com/series/PAF/penguin-african-writers-series
CANON-257,十字架上的魔鬼,Caitaani Mutharaba-Ini / Devil on the Cross,恩古吉·瓦·提安哥,Ngũgĩ wa Thiong'o,肯尼亚,吉库尤语,1980,后殖民,长篇小说,资本;殖民遗产;语言;反抗,Major,高,中-高,中-高,以非洲语言写作的现代经典，兼具语言政治与后殖民批判的重要性。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature; https://www.penguinrandomhouse.com/series/PAF/penguin-african-writers-series
CANON-258,死亡与国王的侍从,Death and the King's Horseman,沃莱·索因卡,Wole Soyinka,尼日利亚,英语,1975,后殖民,戏剧,殖民;仪式;死亡;文化冲突,Major,高,中-高,中-高,非洲现代戏剧最重要的世界经典之一，长期进入世界文学与后殖民文学课程。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature; https://www.penguinrandomhouse.com/series/PAF/penguin-african-writers-series
CANON-259,美丽者尚未诞生,The Beautyful Ones Are Not Yet Born,阿伊·克韦·阿马,Ayi Kwei Armah,加纳,英语,1968,后殖民,长篇小说,腐败;独立;道德;城市,Major,高,中-高,中-高,加纳及非洲后独立文学的标志性小说，对独立后幻灭书写影响深远。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature; https://www.penguinrandomhouse.com/series/PAF/penguin-african-writers-series
CANON-260,为母之道,The Joys of Motherhood,布奇·埃梅切塔,Buchi Emecheta,尼日利亚,英语,1979,后殖民,长篇小说,女性;母职;殖民;城市化,Major,高,中-高,中-高,非洲女性文学的核心经典之一，以性别视角重写殖民与城市现代性。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature; https://www.penguinrandomhouse.com/series/PAF/penguin-african-writers-series
CANON-261,神经状况,Nervous Conditions,齐齐·丹加伦巴,Tsitsi Dangarembga,津巴布韦,英语,1988,后殖民,长篇小说,女性;教育;殖民;家庭,Major,高,中-高,中-高,津巴布韦及非洲女性成长小说的标志性作品，学术经典地位稳定。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature; https://www.penguinrandomhouse.com/series/PAF/penguin-african-writers-series
CANON-262,等待野蛮人,Waiting for the Barbarians,J.M.库切,J. M. Coetzee,南非,英语,1980,后殖民,长篇小说,帝国;暴力;边疆;伦理,Major,高,中-高,中-高,关于帝国暴力与共谋机制的现代寓言，已成为后殖民与伦理文学研究核心文本。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-263,耻,Disgrace,J.M.库切,J. M. Coetzee,南非,英语,1999,当代,长篇小说,种族;性;权力;转型,Major,高,中-高,中-高,后种族隔离时代南非文学最重要的小说之一，全球学术与公共影响持续。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-264,七月的人民,July's People,纳丁·戈迪默,Nadine Gordimer,南非,英语,1981,后殖民,长篇小说,种族隔离;革命;阶级;身份,Major,高,中-高,中-高,南非反种族隔离文学的重要经典，以反事实情境检验权力与依赖关系。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-265,哭泣吧，亲爱的祖国,"Cry, the Beloved Country",艾伦·佩顿,Alan Paton,南非,英语,1948,20世纪,长篇小说,种族;城市化;家庭;和解,Major,高,中-高,中-高,南非20世纪最具国际影响力的早期反种族隔离小说之一。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-266,权力问题,A Question of Power,贝茜·黑德,Bessie Head,博茨瓦纳/南非,英语,1973,后殖民,长篇小说,精神;流亡;女性;权力,Major,高,中-高,中-高,南部非洲女性文学与心理叙事的重要经典，兼具流亡和身份经验。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-267,梦游之地,Terra Sonâmbula / Sleepwalking Land,米亚·科托,Mia Couto,莫桑比克,葡萄牙语,1992,后殖民,长篇小说,内战;记忆;魔幻;口述传统,Major,高,中-高,中-高,莫桑比克文学代表作，以语言创新连接内战创伤与非洲口述传统。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-268,马永贝,Mayombe,佩佩特拉,Pepetela,安哥拉,葡萄牙语,1980,后殖民,长篇小说,解放战争;族群;革命;集体,Extended,中-高,中,中,安哥拉文学与葡语非洲反殖民小说的重要经典，补足安哥拉文学传统。,区域/类型/时期经典地位稳定；用于补足世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-269,独立之阳,Les Soleils des indépendances / The Suns of Independence,阿马杜·库鲁马,Ahmadou Kourouma,科特迪瓦,法语,1968,后殖民,长篇小说,独立;传统;权力;语言创新,Major,高,中-高,中-高,法语非洲小说的重要转折点，以口语化与曼丁传统改造殖民语言。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-270,恰卡,Chaka,托马斯·莫福洛,Thomas Mofolo,莱索托/索托文学,塞索托语,1925,20世纪初,长篇小说/历史传奇,权力;英雄;历史;悲剧,Major,高,中-高,中-高,南部非洲本土语言小说的早期高峰，对非洲历史小说与书面文学史意义突出。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-271,布拉斯·库巴斯死后的回忆,Memórias Póstumas de Brás Cubas / The Posthumous Memoirs of Brás Cubas,马沙多·德·阿西斯,Machado de Assis,巴西,葡萄牙语,1881,19世纪,长篇小说,死亡;讽刺;阶级;元叙事,Major,高,中-高,中-高,巴西小说史的核心经典，以死后叙事、讽刺与形式实验预示现代主义。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-272,堂卡斯穆罗,Dom Casmurro,马沙多·德·阿西斯,Machado de Assis,巴西,葡萄牙语,1899,19世纪,长篇小说,嫉妒;婚姻;记忆;不可靠叙事,Major,高,中-高,中-高,巴西现实主义与心理小说的最高经典之一，不可靠叙述影响广泛。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-273,星辰时刻,A Hora da Estrela / The Hour of the Star,克拉丽丝·李斯佩克朵,Clarice Lispector,巴西,葡萄牙语,1977,20世纪,中篇小说,贫困;女性;语言;存在,Major,高,中-高,中-高,巴西现代主义之后最重要的女性小说文本之一，以元叙事处理边缘主体。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-274,加布里埃拉,"Gabriela, Cravo e Canela / Gabriela, Clove and Cinnamon",若热·亚马多,Jorge Amado,巴西,葡萄牙语,1958,20世纪,长篇小说,爱情;社会;地方;现代化,Major,高,中-高,中-高,巴西巴伊亚文学与社会小说的国际代表作，具有长期大众与经典双重影响。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-275,藻海无边,Wide Sargasso Sea,简·里斯,Jean Rhys,多米尼克/加勒比文学,英语,1966,20世纪,长篇小说,殖民;女性;身份;互文,Major,高,中-高,中-高,后殖民重写与女性主义小说的世界经典，通过改写《简·爱》形成强大互文传统。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature; https://www.penguin.co.uk/books/57281/wide-sargasso-sea-by-jean-rhys-edited-with-an-introduction-and-notes-by-angela-smith/9780141182858
CANON-276,毕司沃斯先生的房子,A House for Mr Biswas,V.S.奈保尔,V. S. Naipaul,特立尼达和多巴哥/加勒比文学,英语,1961,20世纪,长篇小说,殖民;家庭;房屋;身份,Major,高,中-高,中-高,加勒比英语小说核心经典，以个人家庭史呈现殖民社会与现代主体形成。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-277,人间王国,El reino de este mundo / The Kingdom of This World,阿莱霍·卡彭铁尔,Alejo Carpentier,古巴/加勒比文学,西班牙语,1949,20世纪,长篇小说,海地革命;魔幻现实;殖民;历史,Major,高,中-高,中-高,拉美“神奇现实”理论与历史小说实践的关键作品，对文学爆炸影响深远。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-278,在我的皮肤城堡里（直译名）,In the Castle of My Skin,乔治·拉明,George Lamming,巴巴多斯/加勒比文学,英语,1953,20世纪,长篇小说,殖民;成长;社区;身份,Major,高,中-高,中-高,英语加勒比文学的奠基小说之一，以成长叙事记录殖民社会转型。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-279,露水的主人（直译名）,Gouverneurs de la rosée / Masters of the Dew,雅克·鲁曼,Jacques Roumain,海地/加勒比文学,法语,1944,20世纪,长篇小说,土地;共同体;贫困;团结,Major,高,中-高,中-高,海地文学最重要的现代小说之一，在法语加勒比与反殖民文学中地位稳定。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-280,奥麦罗斯,Omeros,德里克·沃尔科特,Derek Walcott,圣卢西亚/加勒比文学,英语,1990,当代,长篇史诗,殖民;海洋;荷马传统;身份,Major,高,中-高,中-高,加勒比现代史诗的最高成就之一，以荷马史诗框架重写殖民历史与海岛经验。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-281,我，至高无上者,"Yo el Supremo / I, the Supreme",奥古斯托·罗亚·巴斯托斯,Augusto Roa Bastos,巴拉圭,西班牙语,1974,20世纪,长篇小说,独裁;语言;历史;权力,Major,高,中-高,中-高,拉美“独裁者小说”的核心经典之一，以形式实验审视权力与历史书写。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-282,淫秽的夜鸟,El obsceno pájaro de la noche / The Obscene Bird of Night,何塞·多诺索,José Donoso,智利,西班牙语,1970,20世纪,长篇小说,身体;怪诞;阶级;身份,Major,高,中-高,中-高,智利文学爆炸时期的重要实验小说，以怪诞叙事探索身份和社会秩序。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-283,莫雷尔的发明,La invención de Morel / The Invention of Morel,阿道夫·比奥伊·卡萨雷斯,Adolfo Bioy Casares,阿根廷,西班牙语,1940,20世纪,中篇小说,技术;爱情;影像;存在,Major,高,中-高,中-高,拉美幻想文学与形而上小说的核心经典，对博尔赫斯之后的幻想叙事影响深远。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-284,总统先生,El Señor Presidente / The President,米格尔·安赫尔·阿斯图里亚斯,Miguel Ángel Asturias,危地马拉,西班牙语,1946,20世纪,长篇小说,独裁;恐惧;政治;现代主义,Major,高,中-高,中-高,拉美独裁者小说的重要先驱，将政治暴力与现代主义语言结合。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-285,波波尔·乌（玛雅圣书）,Popol Vuh,基切玛雅匿名传统,Anonymous K'iche' Maya tradition,玛雅/危地马拉高地,基切语,约16世纪记录,前现代/殖民初期,神话史诗,创世;英雄;神话;族群记忆,Core,高,高,高,现存最重要的玛雅神话与创世叙事文本之一，是美洲原住民文学传统的基础经典。,跨文化正典共识；世界文学史长期稳定；跨国经典丛书/学术教学/世界文学书目多源交叉,1,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-286,使女的故事,The Handmaid's Tale,玛格丽特·阿特伍德,Margaret Atwood,加拿大,英语,1985,当代,长篇小说,父权;极权;生育;女性,Major,高,中-高,中-高,加拿大文学与当代反乌托邦小说的核心经典，文学与公共文化影响均长期稳定。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
