file,title,author,current_t,note_year,master_id,master_time,suggested_t,status,confidence,evidence,verification_status,id,manual_status,manual_suggested_t,manual_confidence,manual_note
十日谈.md,十日谈,乔万尼·薄伽丘,T1,,CANON-025,约1353,T1,PASS,HIGH,CANON-025 首次成书_出版时间=约1353,需复核,WL-WORK-2813,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
卡里来和笛木乃.md,卡里来和笛木乃,伊本·穆格法,T1,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-T1-KALILA,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
古今和歌集.md,古今和歌集,多人（纪贯之等编）,T1,,CANON-235,约905,T1,PASS,HIGH,CANON-235 首次成书_出版时间=约905,需复核,WL-WORK-3180,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
后赤壁赋.md,后赤壁赋,苏轼,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1426,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
和泉式部日记.md,和泉式部日记,紫式部,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2037,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
哈里里玛卡梅集.md,哈里里玛卡梅集,哈里里,T1,,CANON-246,约1100—1122,T1,PASS,HIGH,CANON-246 首次成书_出版时间=约1100—1122,需复核,WL-WORK-3188,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
坎特伯雷故事集.md,坎特伯雷故事集,杰弗里·乔叟,T1,,CANON-024,约1387—1400,T1,PASS,HIGH,CANON-024 首次成书_出版时间=约1387—1400,需复核,WL-WORK-2812,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
太平广记.md,太平广记,李昉等编,T1,,,,,REVIEW,,缺少可靠年代证据,人工核验,WL-WORK-T1-TAIPING-GUANGJI,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
尼伯龙根之歌.md,尼伯龙根之歌,佚名,T1,,CANON-021,约1200,T1,PASS,HIGH,CANON-021 首次成书_出版时间=约1200,自动通过,WL-WORK-0673,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
尼雅尔萨迦.md,尼雅尔萨迦,佚名,T1,,CANON-022,约13世纪,T1,PASS,HIGH,CANON-022 首次成书_出版时间=约13世纪,自动通过,WL-WORK-1082,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
平家物语.md,平家物语,佚名,T1,,CANON-018,约13世纪,T1,PASS,HIGH,CANON-018 首次成书_出版时间=约13世纪,自动通过,WL-WORK-1091,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
库萨里.md,库萨里,犹大·哈列维,T1,,,,,REVIEW,,缺少可靠年代证据,人工核验,WL-WORK-T1-KUZARI,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
徒然草.md,徒然草,吉田兼好,T1,,CANON-236,约1330—1332,T1,PASS,HIGH,CANON-236 首次成书_出版时间=约1330—1332,需复核,WL-WORK-3181,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
悬诗.md,悬诗,多位诗人,T1,,CANON-245,约6世纪,T1,PASS,HIGH,CANON-245 首次成书_出版时间=约6世纪,需复核,WL-WORK-3187,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
扎哈克.md,扎哈克,菲尔多西,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1463,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
散文埃达.md,散文埃达,斯诺里·斯图鲁松,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1466,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
新编五代史平话.md,新编五代史平话,佚名,T1,,,,,REVIEW,,缺少可靠年代证据,人工核验,WL-WORK-T1-WUDAI-PINGHUA,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
李白诗选.md,李白诗选,李白,T1,,CANON-239,8世纪,T1,PASS,HIGH,CANON-239 首次成书_出版时间=8世纪,需复核,WL-WORK-3183,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
杜甫诗选.md,杜甫诗选,杜甫,T1,,CANON-240,8世纪,T1,PASS,HIGH,CANON-240 首次成书_出版时间=8世纪,需复核,WL-WORK-3184,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
枕草子.md,枕草子,清少纳言,T1,,CANON-017,约1002,T1,PASS,HIGH,CANON-017 首次成书_出版时间=约1002,需复核,WL-WORK-2810,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
果园.md,果园,萨迪,T1,,CANON-214,1257,T1,PASS,HIGH,CANON-214 首次成书_出版时间=1257,需复核,WL-WORK-3166,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
源氏物语.md,源氏物语,紫式部,T1,,CANON-016,约1008,T1,PASS,HIGH,CANON-016 首次成书_出版时间=约1008,自动通过,WL-WORK-1196,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
牧童歌.md,牧童歌,胜天,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2098,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
狄吉尼斯·阿克里塔斯.md,狄吉尼斯·阿克里塔斯,匿名,T1,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-T1-DIGENES,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
玛斯纳维.md,玛斯纳维,鲁米,T1,,CANON-213,约1258—1273,T1,PASS,HIGH,CANON-213 首次成书_出版时间=约1258—1273,需复核,WL-WORK-3165,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
石钟山记.md,石钟山记,苏轼,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1489,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
神曲.md,神曲,但丁,T1,,CANON-023,约1308—1321,T1,PASS,HIGH,CANON-023 首次成书_出版时间=约1308—1321,需复核,WL-WORK-2811,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
罗兰之歌.md,罗兰之歌,佚名,T1,,CANON-020,约1100,T1,PASS,HIGH,CANON-020 首次成书_出版时间=约1100,自动通过,WL-WORK-1262,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
英格林萨迦.md,英格林萨迦,斯诺里·斯图鲁松,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1502,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
莱拉和马吉农.md,莱拉和马吉农,内扎米,T1,,CANON-062,1192,T1,PASS,HIGH,CANON-062 首次成书_出版时间=1192,自动通过,WL-WORK-2127,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
蔷薇园.md,蔷薇园,萨迪,T1,,CANON-244,1258,T1,PASS,HIGH,CANON-244 首次成书_出版时间=1258,需复核,WL-WORK-3186,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
西厢记.md,西厢记,王实甫,T1,,CANON-029,约13世纪,T1,PASS,HIGH,CANON-029 首次成书_出版时间=约13世纪,自动通过,WL-WORK-2132,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
鲁拜集.md,鲁拜集,欧玛尔·海亚姆,T1,,CANON-061,11—12世纪,T1,PASS,HIGH,CANON-061 首次成书_出版时间=11—12世纪,需复核,WL-WORK-2821,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
鲁斯塔姆与苏赫拉布.md,鲁斯塔姆与苏赫拉布,菲尔多西,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1520,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
鸟的会议.md,鸟的会议,阿塔尔,T1,,CANON-063,约1177,T1,PASS,HIGH,CANON-063 首次成书_出版时间=约1177,需复核,WL-WORK-2822,PASS,T1,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
Captain Singleton.md,Captain Singleton,丹尼尔·笛福,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2182,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
Moll Flanders.md,Moll Flanders,丹尼尔·笛福,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2285,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
三国演义.md,三国演义,罗贯中,T2,,CANON-030,14世纪,T1,MOVE_CANDIDATE,HIGH,CANON-030 首次成书_出版时间=14世纪,手工核验,WL-WORK-0965,PASS,T2,HIGH,故事/素材较早，但现存长篇小说的成型与刊刻主要按明代16世纪文本体系处理；保留T2
乌多尔弗的秘密.md,乌多尔弗的秘密,安·拉德克利夫,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0570,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
九云梦.md,九云梦,金万重,T2,,CANON-060,约1687,T2,PASS,HIGH,CANON-060 首次成书_出版时间=约1687,需复核,WL-WORK-2820,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
仲夏夜之梦.md,仲夏夜之梦,莎士比亚,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2010,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
伪君子.md,伪君子,莫里哀,T2,1664,CANON-076,1664,T2,PASS,HIGH,note.year=1664,手工核验,WL-WORK-2830,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
儒林外史.md,儒林外史,吴敬梓,T2,,CANON-036,约1750,T2,PASS,HIGH,CANON-036 首次成书_出版时间=约1750,手工核验,WL-WORK-2815,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
克拉丽莎.md,克拉丽莎,塞缪尔·理查逊,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2020,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
克莱芙王妃.md,克莱芙王妃,拉法耶特夫人,T2,,CANON-079,1678,T2,PASS,HIGH,CANON-079 首次成书_出版时间=1678,自动通过,WL-WORK-0995,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
卢济塔尼亚人之歌.md,卢济塔尼亚人之歌,路易斯·德·卡蒙斯,T2,,CANON-218,1572,T2,PASS,HIGH,CANON-218 首次成书_出版时间=1572,需复核,WL-WORK-3168,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
印卡王室述评.md,印卡王室述评,印加·加尔西拉索·德拉维加,T2,1609,,,T2,PASS,HIGH,note.year=1609,手工核验,WL-WORK-1606,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
危险关系.md,危险关系,拉克洛,T2,,CANON-085,1782,T2,PASS,HIGH,CANON-085 首次成书_出版时间=1782,自动通过,WL-WORK-2031,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
厌世者.md,厌世者,莫里哀,T2,,CANON-077,1666,T2,PASS,HIGH,CANON-077 首次成书_出版时间=1666,需复核,WL-WORK-2831,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
后水浒传.md,后水浒传,陈忱,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2478,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
哈姆雷特.md,哈姆雷特,威廉·莎士比亚,T2,1600,CANON-069,约1600—1601,T2,PASS,HIGH,note.year=1600,手工核验,WL-WORK-2825,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
堂吉诃德.md,堂吉诃德,塞万提斯,T2,1605,CANON-068,1605/1615,T2,PASS,HIGH,note.year=1605,手工核验,WL-WORK-1042,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
失乐园（弥尔顿）.md,失乐园,约翰·弥尔顿,T2,1667,CANON-075,1667,T2,PASS,HIGH,note.year=1667,手工核验,WL-WORK-T2-PARADISE-LOST,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
奥之细道.md,奥之细道,松尾芭蕉,T2,1702,CANON-050,1702,T2,PASS,HIGH,note.year=1702,手工核验,WL-WORK-1440,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
奥赛罗.md,奥赛罗,威廉·莎士比亚,T2,,CANON-072,约1603—1604,T2,PASS,HIGH,CANON-072 首次成书_出版时间=约1603—1604,需复核,WL-WORK-2828,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
好色一代男.md,好色一代男,井原西鹤,T2,1682,,,T2,PASS,HIGH,note.year=1682,手工核验,WL-WORK-T2-KOSHOKU-ICHIDAI-OTOKO,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
宿命论者雅克和他的主人.md,宿命论者雅克和他的主人,德尼·狄德罗,T2,,CANON-200,1796,T2,PASS,HIGH,CANON-200 首次成书_出版时间=1796,需复核,WL-WORK-3156,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
少年维特的烦恼.md,少年维特的烦恼,歌德,T2,,CANON-086,1774,T2,PASS,HIGH,CANON-086 首次成书_出版时间=1774,自动通过,WL-WORK-2055,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
巨人传.md,巨人传,弗朗索瓦·拉伯雷,T2,,CANON-212,1532—1564,T2,PASS,HIGH,CANON-212 首次成书_出版时间=1532—1564,需复核,WL-WORK-3164,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
巴布尔回忆录.md,巴布尔回忆录,巴布尔,T2,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-T2-BABURNAMA,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
帕梅拉.md,帕梅拉,塞缪尔·理查逊,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2061,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
征服新西班牙信史.md,征服新西班牙信史,贝尔纳尔·迪亚斯·德尔·卡斯蒂略,T2,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-1697,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
微型巨人.md,微型巨人,伏尔泰,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0261,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
意大利人.md,意大利人,安·拉德克利夫,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0697,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
感伤旅行.md,感伤旅行,劳伦斯·斯特恩,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1462,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
新爱洛伊丝.md,新爱洛伊丝,卢梭,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2077,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
旅行书（埃夫利亚·切莱比）.md,旅行书,埃夫利亚·切莱比,T2,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-T2-SEYAHATNAME,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
春香传.md,春香传,佚名,T2,,CANON-059,约18—19世纪,T3,MOVE_CANDIDATE,HIGH,CANON-059 首次成书_出版时间=约18—19世纪,需复核,WL-WORK-2819,BOUNDARY,T2,MEDIUM,朝鲜口传/盘索里传统跨18—19世纪；当前T2可保留，但应标记T2/T3边界
暴风雨.md,暴风雨,威廉·莎士比亚,T2,,CANON-074,约1611,T2,PASS,HIGH,CANON-074 首次成书_出版时间=约1611,需复核,WL-WORK-2829,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
曾根崎心中.md,曾根崎心中,近松门左卫门,T2,1703,,,T2,PASS,HIGH,note.year=1703,手工核验,WL-WORK-T2-SONEZAKI,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
李尔王.md,李尔王,威廉·莎士比亚,T2,,CANON-071,约1605—1606,T2,PASS,HIGH,CANON-071 首次成书_出版时间=约1605—1606,需复核,WL-WORK-2827,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
杨家将.md,杨家将,熊大木,T2,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2733,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
林孔内特与科尔塔迪略.md,林孔内特与科尔塔迪略,塞万提斯,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2547,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
格列佛游记.md,格列佛游记,乔纳森·斯威夫特,T2,1726,CANON-081,1726,T2,PASS,HIGH,note.year=1726,手工核验,WL-WORK-0260,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
桃花扇.md,桃花扇,孔尚任,T2,,CANON-038,1699,T2,PASS,HIGH,CANON-038 首次成书_出版时间=1699,需复核,WL-WORK-2816,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
水浒传.md,水浒传,施耐庵,T2,,CANON-031,14世纪,T1,MOVE_CANDIDATE,HIGH,CANON-031 首次成书_出版时间=14世纪,手工核验,WL-WORK-1175,PASS,T2,HIGH,素材与早期成书可追至元明，但通行长篇文本及刊刻体系主要属明代；按现存经典文本口径保留T2
水浒后传.md,水浒后传,陈忱,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2563,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
汤姆·琼斯.md,汤姆·琼斯,亨利·菲尔丁,T2,,CANON-082,1749,T2,PASS,HIGH,CANON-082 首次成书_出版时间=1749,自动通过,WL-WORK-1178,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
波波尔·乌.md,波波尔·乌,佚名,T2,,CANON-285,约16世纪记录,T2,PASS,HIGH,CANON-285 首次成书_出版时间=约16世纪记录,手工核验,WL-WORK-1481,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
浮士德.md,浮士德,歌德,T2,,CANON-087,1808/1832,T3,MOVE_CANDIDATE,HIGH,CANON-087 首次成书_出版时间=1808/1832,需复核,WL-WORK-2834,MOVE,T3,HIGH,完整作品第一部1808、第二部1832；虽创作始于18世纪，作为完整作品实体主归T3
浮生六记.md,浮生六记,沈复,T2,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2688,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
爱弥儿.md,爱弥儿,卢梭,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1207,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
牡丹亭.md,牡丹亭,汤显祖,T2,,CANON-034,1598,T2,PASS,HIGH,CANON-034 首次成书_出版时间=1598,手工核验,WL-WORK-2097,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
第一梦（索尔·胡安娜）.md,第一梦,索尔·胡安娜·伊内斯·德拉克鲁斯,T2,1692,,,T2,PASS,HIGH,note.year=1692,手工核验,WL-WORK-T2-PRIMERO-SUENO,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
第十二夜.md,第十二夜,莎士比亚,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2112,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
等待的岁月.md,等待的岁月,圆地文子,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1242,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
红楼梦.md,红楼梦,曹雪芹,T2,,CANON-037,18世纪中叶,T2,PASS,HIGH,CANON-037 首次成书_出版时间=18世纪中叶,手工核验,WL-WORK-1252,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
罗密欧与朱丽叶.md,罗密欧与朱丽叶,莎士比亚,T2,,CANON-073,约1595,T2,PASS,HIGH,CANON-073 首次成书_出版时间=约1595,自动通过,WL-WORK-2119,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
罗摩功行录.md,罗摩功行录,杜勒西达斯,T2,1574,,,T2,PASS,HIGH,note.year=1574,手工核验,WL-WORK-T2-RAMCHARITMANAS,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
老实人.md,老实人,伏尔泰,T2,1759,CANON-083,1759,T2,PASS,HIGH,note.year=1759,手工核验,WL-WORK-2122,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
聊斋志异.md,聊斋志异,蒲松龄,T2,,CANON-035,约1679—1707,T2,PASS,HIGH,CANON-035 首次成书_出版时间=约1679—1707,手工核验,WL-WORK-0816,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
莎士比亚十四行诗.md,莎士比亚十四行诗,莎士比亚,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2126,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
蒙田随笔.md,蒙田随笔,米歇尔·德·蒙田,T2,,CANON-209,1580—1588,T2,PASS,HIGH,CANON-209 首次成书_出版时间=1580—1588,需复核,WL-WORK-3161,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
西游记.md,西游记,吴承恩,T2,,CANON-032,16世纪,T2,PASS,HIGH,CANON-032 首次成书_出版时间=16世纪,手工核验,WL-WORK-0838,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
费德尔.md,费德尔,让·拉辛,T2,,CANON-078,1677,T2,PASS,HIGH,CANON-078 首次成书_出版时间=1677,需复核,WL-WORK-2832,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
金瓶梅.md,金瓶梅,兰陵笑笑生,T2,,CANON-033,约1610,T2,PASS,HIGH,CANON-033 首次成书_出版时间=约1610,手工核验,WL-WORK-1307,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
雨月物语.md,雨月物语,上田秋成,T2,,CANON-237,1776,T2,PASS,HIGH,CANON-237 首次成书_出版时间=1776,自动通过,WL-WORK-0869,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
项狄传.md,项狄传,劳伦斯·斯特恩,T2,,CANON-084,1759—1767,T2,PASS,HIGH,CANON-084 首次成书_出版时间=1759—1767,需复核,WL-WORK-2833,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
鲁滨逊漂流记.md,鲁滨逊漂流记,丹尼尔·笛福,T2,1719,CANON-080,1719,T2,PASS,HIGH,note.year=1719,手工核验,WL-WORK-0889,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
麦克白.md,麦克白,威廉·莎士比亚,T2,,CANON-070,约1606,T2,PASS,HIGH,CANON-070 首次成书_出版时间=约1606,需复核,WL-WORK-2826,PASS,T2,MEDIUM,人工逐项核验：当前T轴归属与作品主要成书/文本形成时代相符
