tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics,deep_status,deep_earliest_year,deep_earliest_t,deep_first_publish_year,deep_first_publish_t,deep_title,deep_authors,deep_key,deep_year_count,deep_year_min,deep_year_max,deep_match_score,resolution_status,chosen_t,canonical_year_candidate,resolution_reason
P2_EXTERNAL_MATCH_FRIENDLY,The Assassination of Jesse James.md,WL-WORK-2361,The Assassination of Jesse James...,,罗恩·汉森,Ron Hansen,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Ballad of Black Tom.md,WL-WORK-0524,The Ballad of Black Tom,,维克多·拉瓦勒,Victor LaValle,,,batch1_source_refs,WL-TOPIC-G45-HORROR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Brave Cowboy.md,WL-WORK-2367,The Brave Cowboy,,爱德华·艾比,Abbey,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Buccaneers of America.md,WL-WORK-2368,The Buccaneers of America,,亚历山大·埃斯克梅林,Alexandre Exquemelin,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The City Inside.md,WL-WORK-0948,The City Inside,,萨米特·巴苏,Samit Basu,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Conjure-Man Dies.md,WL-WORK-1542,The Conjure-Man Dies,,鲁道夫·费希尔,Rudolph Fisher,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Corsair.md,WL-WORK-2373,The Corsair,,拜伦,Byron,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Dreaming & Other Essays.md,WL-WORK-1372,The Dreaming & Other Essays,,W.E.H.斯坦纳,W.E.H. Stanner,,,batch3_source_refs,WL-TOPIC-G1-MYTH,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Elusive Pimpernel.md,WL-WORK-2378,The Elusive Pimpernel,,奥希兹男爵夫人,Baroness Orczy,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Forging of a Rebel.md,WL-WORK-1988,The Forging of a Rebel,,阿图罗·巴雷亚,Arturo Barea,,,batch5_source_refs,WL-TOPIC-Q6-WAR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Headless Horseman.md,WL-WORK-0535,The Headless Horseman,,梅恩·里德,Mayne Reid,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,INTERNAL_CONFLICT,1800,T3,1800,T3,The headless horseman,Mayne Reid,/works/OL5305935W,7,1800,2007,2.000,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The House of the Wolf.md,WL-WORK-2384,The House of the Wolf,,斯坦利·韦曼,Stanley Weyman,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,INTERNAL_CONFLICT,1890,T4,1890,T4,The house of the wolf,Stanley John Weymann,/works/OL6697785W,29,1890,2023,1.824,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Imago Sequence.md,WL-WORK-0536,The Imago Sequence,,莱尔德·巴伦,Laird Barron,,,batch1_source_refs,WL-TOPIC-G45-HORROR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The New Negro.md,WL-WORK-1543,The New Negro,,阿兰·洛克,Alain Locke 编,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Old Patagonian Express.md,WL-WORK-1377,The Old Patagonian Express,,保罗·索鲁,Paul Theroux,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Old Ways.md,WL-WORK-1378,The Old Ways,,罗伯特·麦克法伦,Robert Macfarlane,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Phantom Coach.md,WL-WORK-0543,The Phantom Coach,,阿梅莉亚·B.爱德华兹,Amelia B. Edwards,,,batch1_source_refs,WL-TOPIC-G45-HORROR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Principal Navigations.md,WL-WORK-1379,The Principal Navigations...,,理查德·哈克卢特,Richard Hakluyt,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Purple Land.md,WL-WORK-2399,The Purple Land,,W.H.赫德森,Hudson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Pyrates.md,WL-WORK-2400,The Pyrates,,乔治·麦克唐纳·弗雷泽,解构,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Six-Gun Tarot.md,WL-WORK-2407,The Six-Gun Tarot,,R.S.贝尔彻,R.S. Belcher,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Squatter and the Don.md,WL-WORK-2408,The Squatter and the Don,,海伦·亨特·杰克逊,Helen Hunt Jackson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Time It Never Rained.md,WL-WORK-2415,The Time It Never Rained,,埃尔默·凯尔顿,Kelton,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Underdogs ／ Los de abajo.md,WL-WORK-2416,The Underdogs / Los de abajo,,马里亚诺·阿苏埃拉,Mariano Azuela,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,The Untamed.md,WL-WORK-2417,The Untamed,,马克斯·布兰德,Max Brand,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,This One Summer.md,WL-WORK-0954,This One Summer,,玉木真理子 / 吉莉安·玉木,Mariko & Jillian Tamaki,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,Torto Arado.md,WL-WORK-1544,Torto Arado,,伊塔马尔·维埃拉·儒尼奥尔,乡村,,,batch4_source_refs,WL-TOPIC-R6-LATAM,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,Tracks.md,WL-WORK-1384,Tracks,,罗宾·戴维森,Robyn Davidson,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,INTERNAL_CONFLICT,1980,T6,1980,T6,Tracks,Robyn Davidson,/works/OL15857436W,6,1980,1998,2.000,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,Tristan.md,WL-WORK-2423,Tristan,,贝鲁尔,Béroul,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,Uninhabited House.md,WL-WORK-0552,Uninhabited House,,夏洛特·里德尔,Charlotte Riddell,,,batch1_source_refs,WL-TOPIC-G45-HORROR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,Yoruba Myths.md,WL-WORK-1390,Yoruba Myths,,乌利·拜尔,Ulli Beier,,,batch3_source_refs,WL-TOPIC-G1-MYTH,INTERNAL_CONFLICT,1980,T6,1980,T6,Yoruba myths,Ulli Beier,/works/OL18258014W,1,1980,1980,2.000,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,国王叙事诗.md,WL-WORK-2484,国王叙事诗,Idylls of the King,丁尼生,解构,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,大鼻子情圣.md,WL-WORK-2497,大鼻子情圣,Cyrano de Bergerac,埃德蒙·罗斯丹,Edmond Rostand,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,INTERNAL_CONFLICT,1800,T3,1800,T3,Cyrano de Bergerac,Edmond Rostand,/works/OL42253444W,11,1800,1988,2.000,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,强盗.md,WL-WORK-2520,强盗,Die Räuber,席勒,Schiller,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,桶子.md,WL-WORK-0053,桶子,The Cask,弗里曼·克罗夫茨,Crofts,,,,WL-TOPIC-G45-MYSTERY,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,永恒者.md,WL-WORK-0471,永恒者,El Eternauta,埃克托尔·赫尔曼·奥斯特尔德,Héctor Germán Oesterheld,,,,WL-TOPIC-G45-SF,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,猎人.md,WL-WORK-0255,猎人,The Hunter,理查德·斯塔克,Richard Stark,,,,WL-TOPIC-G45-MYSTERY,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,穿绿裤子的唐·希尔.md,WL-WORK-2587,穿绿裤子的唐·希尔,Don Gil de las calzas verdes,蒂尔索·德·莫利纳,Tirso de Molina,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,INTERNAL_CONFLICT,1800,T3,1800,T3,Don Gil de las calzas verdes,Tirso de Molina,/works/OL638605W,13,1800,2009,2.000,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,米夏埃尔·科尔哈斯.md,WL-WORK-2590,米夏埃尔·科尔哈斯,Michael Kohlhaas,克莱斯特,Kleist,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,致命的宁静.md,WL-WORK-0138,致命的宁静,Still Life,路易丝·佩尼,Louise Penny,,,,WL-TOPIC-G45-MYSTERY,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,苏格兰西部群岛之旅.md,WL-WORK-1500,苏格兰西部群岛之旅,A Journey to the Western Islands of Scotland,塞缪尔·约翰逊,Johnson,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,赫布里底群岛旅行日记.md,WL-WORK-1509,赫布里底群岛旅行日记,The Journal of a Tour to the Hebrides,詹姆斯·鲍斯韦尔,Boswell,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,野兽必须死.md,WL-WORK-0066,野兽必须死,The Beast Must Die,尼古拉斯·布莱克,Nicholas Blake,,,,WL-TOPIC-G45-MYSTERY,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,雇员们.md,WL-WORK-0482,雇员们,The Employees,奥尔加·拉夫恩,Olga Ravn,,,,WL-TOPIC-G45-SF,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,青砥稿花红彩画.md,WL-WORK-2639,青砥稿花红彩画,Aoto Zōshi Hana no Nishiki-e,河竹默阿弥,日本,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,驼背人.md,WL-WORK-2645,驼背人,Le Bossu,保罗·费瓦尔,复仇,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,高卢的阿玛迪斯.md,WL-WORK-2648,高卢的阿玛迪斯,Amadís,加尔西·罗德里格斯·德·蒙塔尔沃,Garci Rodríguez de Montalvo,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
P2_EXTERNAL_MATCH_FRIENDLY,麦地那与麦加朝圣记.md,WL-WORK-1521,麦地那与麦加朝圣记,Personal Narrative of a Pilgrimage to Al-Madinah and Meccah,理查德·伯顿,Burton,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定
