tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics,wd3_status,wd3_error,resolution_status,chosen_t,canonical_year_candidate,resolution_reason
P2_EXTERNAL_MATCH_FRIENDLY,Feed.md,WL-WORK-0925,Feed,,M.T.安德森,M.T. Anderson,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Flashman.md,WL-WORK-2227,Flashman,,乔治·麦克唐纳·弗雷泽,Flashman系列，从,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Fools Crow.md,WL-WORK-0926,Fools Crow,,詹姆斯·韦尔奇,James Welch,,,batch2_source_refs;batch6_source_refs,WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Forbidden.md,WL-WORK-1958,Forbidden,,贝弗利·詹金斯,Beverly Jenkins,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Fourth Wing.md,WL-WORK-1959,Fourth Wing,,丽贝卡·亚罗斯,Rebecca Yarros,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,From a Crooked Rib.md,WL-WORK-0927,From a Crooked Rib,,努鲁丁·法拉赫,Nuruddin Farah,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Games of Command.md,WL-WORK-1960,Games of Command,,林妮娅·辛克莱,Linnea Sinclair,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Gestaltes en diere.md,WL-WORK-1530,Gestaltes en diere,,N.P.范维克·劳,N. P. van Wyk Louw,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,"Get a Life, Chloe Brown.md",WL-WORK-1961,"Get a Life, Chloe Brown",,塔莉娅·希伯特,Talia Hibbert,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Gnomon.md,WL-WORK-0928,Gnomon,,尼克·哈卡维,Nick Harkaway,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Greguerías.md,WL-WORK-1531,Greguerías,,拉蒙·戈麦斯·德拉塞尔纳,Ramón Gómez de la Serna,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Grito de Gloria.md,WL-WORK-2236,Grito de Gloria,,阿塞韦多·迪亚斯,Acevedo Díaz,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Harmonium.md,WL-WORK-1532,Harmonium,,华莱士·史蒂文斯,Wallace Stevens,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Harvest Home.md,WL-WORK-0502,Harvest Home,,托马斯·特赖恩,Thomas Tryon,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Her Privates We.md,WL-WORK-1964,Her Privates We,,弗雷德里克·曼宁,Frederic Manning,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Hood.md,WL-WORK-2240,Hood,,斯蒂芬·R.劳黑德,Stephen R. Lawhead,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Hormiga Negra.md,WL-WORK-2241,Hormiga Negra,,爱德华多·古铁雷斯,Eduardo Gutiérrez,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,How Much of These Hills Is Gold.md,WL-WORK-2244,How Much of These Hills Is Gold,,张沧畔,C Pam Zhang,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,How the Soldier Repairs the Gramophone.md,WL-WORK-1965,How the Soldier Repairs the Gramophone,,萨沙·斯塔尼希奇,Saša Stanišić,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Human Sacrifices.md,WL-WORK-0503,Human Sacrifices,,玛丽亚·费尔南达·安普埃罗,María Fernanda Ampuero,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,I Will Repay.md,WL-WORK-2246,I Will Repay,,奥希兹男爵夫人,Baroness Orczy,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,In Flanders Fields.md,WL-WORK-1967,In Flanders Fields,,约翰·麦克雷,John McCrae,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,In Parenthesis.md,WL-WORK-1968,In Parenthesis,,戴维·琼斯,David Jones,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Indigo.md,WL-WORK-1969,Indigo,,贝弗利·詹金斯,Beverly Jenkins,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Inland.md,WL-WORK-2248,Inland,,特娅·奥布雷赫特,Téa Obreht,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Ismael.md,WL-WORK-2249,Ismael,,阿塞韦多·迪亚斯,Acevedo Díaz,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Iwein.md,WL-WORK-2250,Iwein,,哈特曼·冯·奥埃,Hartmann,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Jawbone.md,WL-WORK-0505,Jawbone,,莫妮卡·奥赫达,Mónica Ojeda,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Jennifer Government.md,WL-WORK-0931,Jennifer Government,,马克斯·巴里,Max Barry,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Jerilderie Letter.md,WL-WORK-2251,Jerilderie Letter,,内德·凯利,Ned Kelly,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Joseph d'Arimathie.md,WL-WORK-2253,Joseph d'Arimathie,,罗贝尔·德·博龙,Robert de Boron,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Juan Cuello.md,WL-WORK-2254,Juan Cuello,,爱德华多·古铁雷斯,Eduardo Gutiérrez,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Juan Moreira.md,WL-WORK-2255,Juan Moreira,,爱德华多·古铁雷斯,Gutiérrez,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO;WL-TOPIC-Q15-OUTLAW,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Just Like Home.md,WL-WORK-0506,Just Like Home,,萨拉·盖利,Sarah Gailey,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Kalpa Imperial.md,WL-WORK-0472,Kalpa Imperial,,安赫利卡·戈罗迪舍尔,Angélica Gorodischer,,,,WL-TOPIC-G45-SF,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Kaputt.md,WL-WORK-1971,Kaputt,,库尔齐奥·马拉帕尔特,Curzio Malaparte,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Kernok the Pirate.md,WL-WORK-2256,Kernok the Pirate,,欧仁·苏,Eugène Sue,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Kintu.md,WL-WORK-0932,Kintu,,珍妮弗·南布西·马昆比,与Makumbi,,,batch2_source_refs,WL-TOPIC-G43-FAMILY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Kushiel's Dart.md,WL-WORK-1972,Kushiel's Dart,,杰奎琳·凯里,Jacqueline Carey,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,L'Allegria.md,WL-WORK-1534,L'Allegria,,朱塞佩·翁加雷蒂,Giuseppe Ungaretti,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,La cautiva.md,WL-WORK-2258,La cautiva,,埃斯特万·埃切维里亚,Echeverría,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,La guerra gaucha.md,WL-WORK-2259,La guerra gaucha,,莱奥波尔多·卢贡内斯,Lugones,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,La vuelta de Martín Fierro.md,WL-WORK-2263,La vuelta de Martín Fierro,,何塞·埃尔南德斯,Hernández,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Las aventuras de la China Iron.md,WL-WORK-2267,Las aventuras de la China Iron,,加布里埃拉·卡贝松·卡马拉,Cabezón Cámara,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Le Capitan.md,WL-WORK-2269,Le Capitan,,米歇尔·泽瓦科,Le Capitan,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Legendary Tales of the Australian Aborigines.md,WL-WORK-1359,Legendary Tales of the Australian Aborigines,,戴维·乌奈庞,David Unaipon,,,batch3_source_refs,WL-TOPIC-G1-MYTH,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Leila.md,WL-WORK-0933,Leila,,普拉亚格·阿克巴尔,Prayaag Akbar,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Lendas do Sul.md,WL-WORK-2271,Lendas do Sul,,西蒙斯·洛佩斯·内托,Simões Lopes Neto,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,"Letters Written during a Short Residence in Sweden, Norway, and Denmark.md",WL-WORK-1360,"Letters Written during a Short Residence in Sweden, Norway, and Denmark",,玛丽·沃斯通克拉夫特,Mary Wollstonecraft,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Limbo.md,WL-WORK-0934,Limbo,,伯纳德·沃尔夫,Bernard Wolfe,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Little Big Man.md,WL-WORK-2273,Little Big Man,,托马斯·伯杰,Thomas Berger,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Lone Women.md,WL-WORK-2274,Lone Women,,维克多·拉瓦勒,Victor LaValle,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Long John Silver.md,WL-WORK-2275,Long John Silver,,比约恩·拉尔森,Björn Larsson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Looking for Transwonderland／ Travels in Nigeria.md,WL-WORK-1361,Looking for Transwonderland: Travels in Nigeria,Looking for Transwonderland,努·萨罗-维瓦,Noo Saro-Wiwa,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Los bandidos de Río Frío.md,WL-WORK-2276,Los bandidos de Río Frío,,曼努埃尔·派诺,Manuel Payno,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Los caranchos de La Florida.md,WL-WORK-2277,Los caranchos de La Florida,,贝尼托·林奇,Benito Lynch,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Los tres gauchos orientales.md,WL-WORK-2278,Los tres gauchos orientales,,安东尼奥·卢西奇,Lussich,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Lost in the Barrens.md,WL-WORK-0508,Lost in the Barrens,,法利·莫厄特,Farley Mowat,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Love Only Once.md,WL-WORK-1973,Love Only Once,,约翰娜·林赛,Johanna Lindsey,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Maid Marian.md,WL-WORK-2279,Maid Marian,,托马斯·洛夫·皮科克,Peacock,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Malaeska.md,WL-WORK-2280,Malaeska,,安·S.斯蒂芬斯,Ann S. Stephens,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Manhunt.md,WL-WORK-0509,Manhunt,,格蕾琴·费尔克-马丁,Gretchen Felker-Martin,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Masterman Ready.md,WL-WORK-0510,Masterman Ready,,弗雷德里克·马里亚特,Marryat,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Merlin.md,WL-WORK-2282,Merlin,,T.H.怀特,T.H. White,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Minty Alley.md,WL-WORK-1536,Minty Alley,,C.L.R.詹姆斯,C. L. R. James,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Missionary Travels and Researches in South Africa.md,WL-WORK-1362,Missionary Travels and Researches in South Africa,Missionary Travels,戴维·利文斯通,Livingstone,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Monte Walsh.md,WL-WORK-2286,Monte Walsh,,杰克·谢弗,Jack Schaefer,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-PIRATE,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Morgante.md,WL-WORK-2287,Morgante,,路易吉·普尔奇,Luigi Pulci,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,My Side of the Mountain.md,WL-WORK-0513,My Side of the Mountain,,琼·克雷格黑德·乔治,Jean Craighead George,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Nativa.md,WL-WORK-2289,Nativa,,阿塞韦多·迪亚斯,Acevedo Díaz,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Naufragios.md,WL-WORK-0515,Naufragios,,卡贝萨·德·巴卡,Cabeza de Vaca,,,batch1_source_refs;batch3_source_refs;batch6_source_refs,WL-TOPIC-G45-ADVENTURE;WL-TOPIC-G7-TRAVEL;WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,News of the World.md,WL-WORK-2290,News of the World,,波莱特·贾尔斯,Paulette Jiles,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,No-No Boy.md,WL-WORK-0937,No-No Boy,,约翰·冈田,John Okada,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,O Cabeleira.md,WL-WORK-2291,O Cabeleira,,富兰克林·塔沃拉,Franklin Távora,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,O Gaúcho.md,WL-WORK-2292,O Gaúcho,,若泽·德·阿伦卡尔,José de Alencar,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Observations.md,WL-WORK-1537,Observations,,玛丽安娜·穆尔,Marianne Moore,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Old Jules.md,WL-WORK-2293,Old Jules,,玛丽·桑多兹,Mari Sandoz,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,On Stranger Tides.md,WL-WORK-2294,On Stranger Tides,,蒂姆·鲍尔斯,Tim Powers,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Our Sunshine.md,WL-WORK-2296,Our Sunshine,,罗伯特·德鲁,Robert Drewe,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Outlawed.md,WL-WORK-2297,Outlawed,,安娜·诺斯,Anna North,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Palmerín de Inglaterra.md,WL-WORK-2298,Palmerín de Inglaterra,,弗朗西斯科·德·莫拉埃斯,Francisco de Moraes,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Paradise Sky.md,WL-WORK-2300,Paradise Sky,,乔·R.兰斯代尔,Joe R. Lansdale,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Parzival.md,WL-WORK-2301,Parzival,,沃尔夫拉姆·冯·埃申巴赫,Wolfram的,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Paulino Lucero.md,WL-WORK-2302,Paulino Lucero,,阿斯卡苏比,Ascasubi,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Peregrine's Progress.md,WL-WORK-2305,Peregrine's Progress,,杰弗里·法诺尔,Farnol,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Persian Pictures.md,WL-WORK-1364,Persian Pictures,,格特鲁德·贝尔,Gertrude Bell,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_MATCH,,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Personal Narrative.md,WL-WORK-1365,Personal Narrative,,亚历山大·冯·洪堡,Humboldt,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Polynesian Mythology.md,WL-WORK-1367,Polynesian Mythology,,乔治·格雷,George Grey,,,batch3_source_refs,WL-TOPIC-G1-MYTH,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,QualityLand.md,WL-WORK-0939,QualityLand,,马克-乌韦·克林,Marc-Uwe Kling,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Radiance.md,WL-WORK-1976,Radiance,,格蕾丝·德雷文,Grace Draven,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Ragged Dick.md,WL-WORK-0940,Ragged Dick,,霍雷肖·阿尔杰,Horatio Alger,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Ramrod.md,WL-WORK-2312,Ramrod,,卢克·肖特,Luke Short,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,"Red, White & Royal Blue.md",WL-WORK-1977,"Red, White & Royal Blue",,凯西·麦奎斯顿,Casey McQuiston,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
