ID,作品中文常用名,Original_or_English_Title,作者中文名,Author,国家_文学传统,原始语言,首次成书_出版时间,时代,体裁,主题_类型标签,Canon_Level,Academic_Canon,Global_Influence,Traditional_Recognition,经典化理由,方法学依据,建议阅读优先级,个人状态,方法学参考来源URL
CANON-056,金阁寺,The Temple of the Golden Pavilion,三岛由纪夫,Yukio Mishima,日本,日语,1956,现代,长篇小说,美;毁灭;欲望,Major,高,高,中,战后日本文学代表作,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-057,砂女,The Woman in the Dunes,安部公房,Kobo Abe,日本,日语,1962,现代,长篇小说,荒诞;存在;困境,Major,高,高,中,日本现代主义与存在主义小说经典,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-058,沉默,Silence,远藤周作,Shusaku Endo,日本,日语,1966,现代,长篇小说,信仰;伦理;历史,Major,高,高,中,日本宗教与历史小说的重要经典,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-059,春香传,The Tale of Chunhyang,佚名,Anonymous,朝鲜半岛,韩语,约18—19世纪,古典,叙事/盘索里小说,爱情;身份;忠贞,Major,高,中,中,朝鲜半岛最具代表性的古典爱情故事之一,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-060,九云梦,The Cloud Dream of the Nine,金万重,Kim Man-jung,朝鲜,韩语,约1687,古典,长篇小说,梦;欲望;佛教,Extended,高,中,低,朝鲜古典小说代表作,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-061,鲁拜集,Rubaiyat,欧玛尔·海亚姆,Omar Khayyam,波斯,波斯语,11—12世纪,中世纪,诗歌,生命;酒;命运,Major,高,高,中,波斯诗歌在世界范围传播最广的经典之一,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-062,莱拉和马吉农,Layla and Majnun,内扎米,Nizami Ganjavi,波斯,波斯语,1192,中世纪,叙事诗,爱情;悲剧;传奇,Major,高,高,中,伊斯兰世界爱情叙事的重要母题,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-063,鸟的会议,The Conference of the Birds,阿塔尔,Attar of Nishapur,波斯,波斯语,约1177,中世纪,寓言叙事诗,苏菲;旅程;灵性,Extended,高,中,低,波斯苏菲文学经典,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-064,吉檀迦利,Gitanjali,泰戈尔,Rabindranath Tagore,印度/孟加拉,孟加拉语,1910,现代,诗集,自然;灵性;人文,Major,高,高,高,现代印度文学国际传播的标志性作品,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-065,戈丹,Godaan,普列姆昌德,Premchand,印度,印地语,1936,现代,长篇小说,乡村;贫困;社会,Extended,高,中,低,印地语现实主义小说核心经典,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-066,午夜之子,Midnight's Children,萨尔曼·鲁西迪,Salman Rushdie,印度/英国,英语,1981,当代,长篇小说,历史;魔幻现实;身份,Core,高,高,中,后殖民英语文学的核心小说,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-067,微物之神,The God of Small Things,阿兰达蒂·洛伊,Arundhati Roy,印度,英语,1997,当代,长篇小说,家族;种姓;爱情,Major,中-高,高,中,印度英语文学的重要当代经典,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-068,堂吉诃德,Don Quixote,米格尔·德·塞万提斯,Miguel de Cervantes,西班牙,西班牙语,1605/1615,近代早期,长篇小说,骑士;讽刺;现实与幻想,Core,高,高,高,现代小说史最核心的奠基作品之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-069,哈姆雷特,Hamlet,威廉·莎士比亚,William Shakespeare,英格兰,英语,约1600—1601,文艺复兴,戏剧,悲剧;复仇;自我,Core,高,高,高,世界戏剧正典核心,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-070,麦克白,Macbeth,威廉·莎士比亚,William Shakespeare,英格兰,英语,约1606,文艺复兴,戏剧,悲剧;权力;野心,Core,高,高,高,莎士比亚四大悲剧之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-071,李尔王,King Lear,威廉·莎士比亚,William Shakespeare,英格兰,英语,约1605—1606,文艺复兴,戏剧,悲剧;家庭;权力,Core,高,高,高,莎士比亚悲剧巅峰之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-072,奥赛罗,Othello,威廉·莎士比亚,William Shakespeare,英格兰,英语,约1603—1604,文艺复兴,戏剧,悲剧;嫉妒;种族,Core,高,高,高,莎士比亚四大悲剧之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-073,罗密欧与朱丽叶,Romeo and Juliet,威廉·莎士比亚,William Shakespeare,英格兰,英语,约1595,文艺复兴,戏剧,爱情;家族;悲剧,Core,高,高,高,世界最具大众认知的爱情悲剧之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-074,暴风雨,The Tempest,威廉·莎士比亚,William Shakespeare,英格兰,英语,约1611,文艺复兴,戏剧,殖民;宽恕;戏剧性,Major,高,高,中,莎士比亚晚期戏剧核心作品,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-075,失乐园,Paradise Lost,约翰·弥尔顿,John Milton,英格兰,英语,1667,17世纪,史诗,宗教;反叛;自由意志,Core,高,高,中,英语史诗传统的最高经典之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-076,伪君子,Tartuffe,莫里哀,Molière,法国,法语,1664,17世纪,戏剧,喜剧;宗教伪善;讽刺,Major,高,高,高,法国古典主义喜剧代表,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-077,厌世者,The Misanthrope,莫里哀,Molière,法国,法语,1666,17世纪,戏剧,喜剧;社会;诚实,Extended,高,中,中,莫里哀社会喜剧经典,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-078,费德尔,Phèdre,让·拉辛,Jean Racine,法国,法语,1677,17世纪,戏剧,悲剧;欲望;命运,Extended,高,中,低,法国古典主义悲剧巅峰之一,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-079,克莱芙王妃,The Princess of Cleves,拉法耶特夫人,Madame de La Fayette,法国,法语,1678,17世纪,长篇小说,爱情;心理;宫廷,Extended,高,中,低,欧洲心理小说的重要早期经典,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-080,鲁滨逊漂流记,Robinson Crusoe,丹尼尔·笛福,Daniel Defoe,英国,英语,1719,18世纪,长篇小说,冒险;殖民;生存,Core,高,高,高,英语小说与冒险文学的早期经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-081,格列佛游记,Gulliver's Travels,乔纳森·斯威夫特,Jonathan Swift,爱尔兰/英国,英语,1726,18世纪,长篇讽刺小说,旅行;政治;讽刺,Core,高,高,高,讽刺文学与幻想旅行经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-082,汤姆·琼斯,"The History of Tom Jones, a Foundling",亨利·菲尔丁,Henry Fielding,英国,英语,1749,18世纪,长篇小说,成长;社会;讽刺,Major,高,中,中,英国18世纪小说的重要范本,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-083,老实人,Candide,伏尔泰,Voltaire,法国,法语,1759,启蒙时代,中篇小说,讽刺;哲学;旅行,Core,高,高,高,启蒙文学最具影响力的讽刺小说之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-084,项狄传,"The Life and Opinions of Tristram Shandy, Gentleman",劳伦斯·斯特恩,Laurence Sterne,英国/爱尔兰,英语,1759—1767,18世纪,长篇小说,元小说;实验;幽默,Core,高,高,中,现代主义与元小说的重要先驱,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-085,危险关系,Les Liaisons dangereuses,肖德洛·德·拉克洛,Pierre Choderlos de Laclos,法国,法语,1782,18世纪,书信体小说,欲望;权力;道德,Major,高,高,中,书信体与心理操控叙事经典,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-086,少年维特的烦恼,The Sorrows of Young Werther,歌德,Johann Wolfgang von Goethe,德国,德语,1774,18世纪,书信体小说,爱情;青年;感伤,Core,高,高,高,欧洲浪漫主义前夜的现象级经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-087,浮士德,Faust,歌德,Johann Wolfgang von Goethe,德国,德语,1808/1832,18—19世纪,诗剧,知识;欲望;救赎,Core,高,高,高,德语文学与欧洲思想文学核心正典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-088,傲慢与偏见,Pride and Prejudice,简·奥斯汀,Jane Austen,英国,英语,1813,19世纪,长篇小说,爱情;婚姻;阶级,Core,高,高,高,英语小说最稳定的核心经典之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-089,爱玛,Emma,简·奥斯汀,Jane Austen,英国,英语,1815,19世纪,长篇小说,婚姻;误读;阶级,Major,高,高,中,奥斯汀成熟期代表作,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-090,弗兰肯斯坦,Frankenstein,玛丽·雪莱,Mary Shelley,英国,英语,1818,19世纪,长篇小说,哥特;科幻;创造,Core,高,高,高,现代科幻与哥特文学的奠基经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-091,简·爱,Jane Eyre,夏洛蒂·勃朗特,Charlotte Brontë,英国,英语,1847,19世纪,长篇小说,成长;爱情;女性,Core,高,高,高,维多利亚时代最具世界影响的小说之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-092,呼啸山庄,Wuthering Heights,艾米莉·勃朗特,Emily Brontë,英国,英语,1847,19世纪,长篇小说,爱情;复仇;哥特,Core,高,高,高,英语文学最具独创性的爱情悲剧之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-093,名利场,Vanity Fair,威廉·萨克雷,William Makepeace Thackeray,英国,英语,1847—1848,19世纪,长篇小说,社会;讽刺;野心,Major,高,高,中,维多利亚社会讽刺小说代表,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-094,大卫·科波菲尔,David Copperfield,查尔斯·狄更斯,Charles Dickens,英国,英语,1849—1850,19世纪,长篇小说,成长;社会;自传性,Core,高,高,高,狄更斯最具代表性的成长小说之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-095,荒凉山庄,Bleak House,查尔斯·狄更斯,Charles Dickens,英国,英语,1852—1853,19世纪,长篇小说,社会;法律;城市,Major,高,高,中,维多利亚社会小说高峰,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-096,双城记,A Tale of Two Cities,查尔斯·狄更斯,Charles Dickens,英国,英语,1859,19世纪,长篇小说,革命;爱情;牺牲,Core,高,高,高,全球传播最广的狄更斯小说之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-097,远大前程,Great Expectations,查尔斯·狄更斯,Charles Dickens,英国,英语,1860—1861,19世纪,长篇小说,成长;阶级;欲望,Core,高,高,高,英语成长小说核心经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-098,米德尔马契,Middlemarch,乔治·艾略特,George Eliot,英国,英语,1871—1872,19世纪,长篇小说,社会;婚姻;理想,Core,高,高,中,英语现实主义小说的公认高峰,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-099,德伯家的苔丝,Tess of the d'Urbervilles,托马斯·哈代,Thomas Hardy,英国,英语,1891,19世纪,长篇小说,女性;阶级;悲剧,Core,高,高,高,英国自然主义与社会悲剧经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-100,道林·格雷的画像,The Picture of Dorian Gray,奥斯卡·王尔德,Oscar Wilde,爱尔兰/英国,英语,1890,19世纪,长篇小说,唯美;欲望;道德,Core,高,高,高,唯美主义文学最具代表性的小说,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-101,爱丽丝漫游奇境,Alice's Adventures in Wonderland,刘易斯·卡罗尔,Lewis Carroll,英国,英语,1865,19世纪,儿童文学/奇幻,幻想;语言;成长,Core,高,高,高,儿童文学与荒诞幻想的世界经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-102,金银岛,Treasure Island,罗伯特·路易斯·史蒂文森,Robert Louis Stevenson,英国,英语,1883,19世纪,冒险小说,海盗;冒险;成长,Major,中-高,高,高,现代海盗冒险叙事的母型作品,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-103,化身博士,Strange Case of Dr Jekyll and Mr Hyde,罗伯特·路易斯·史蒂文森,Robert Louis Stevenson,英国,英语,1886,19世纪,哥特小说,双重人格;科学;伦理,Major,高,高,高,哥特与心理恐怖经典,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-104,德古拉,Dracula,布拉姆·斯托克,Bram Stoker,爱尔兰,英语,1897,19世纪,哥特小说,吸血鬼;恐怖;现代性,Core,高,高,高,现代吸血鬼文学的决定性经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-105,红与黑,The Red and the Black,司汤达,Stendhal,法国,法语,1830,19世纪,长篇小说,野心;阶级;爱情,Core,高,高,高,法国现实主义与心理小说核心经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-106,高老头,Père Goriot,奥诺雷·德·巴尔扎克,Honoré de Balzac,法国,法语,1835,19世纪,长篇小说,城市;金钱;家庭,Core,高,高,高,《人间喜剧》最具代表性的小说之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-107,幻灭,Lost Illusions,奥诺雷·德·巴尔扎克,Honoré de Balzac,法国,法语,1837—1843,19世纪,长篇小说,文学;媒体;金钱,Major,高,高,中,巴尔扎克社会小说的重要高峰,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-108,三个火枪手,The Three Musketeers,大仲马,Alexandre Dumas,法国,法语,1844,19世纪,历史冒险小说,剑客;友情;冒险,Core,中-高,高,高,世界大众文学与历史冒险小说经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-109,基督山伯爵,The Count of Monte Cristo,大仲马,Alexandre Dumas,法国,法语,1844—1846,19世纪,历史冒险小说,复仇;冒险;身份,Core,中-高,高,高,世界最具持久生命力的大众经典之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
